State,City,Neighborhood,total population,number of males,number of females,number of people under 5,number of people aged 5-9,number of people aged 10-14,number of people aged 15-19,number of people aged 20-24,number of people aged 25-34,number of people aged 35-44,number of people aged 45-54,number of people aged 55-59,number of people aged 60-64,number of people aged 65-74,number of people aged 75-84,number of people aged over 85,median aged,number of white people,number of black people,number of native american people,number of asain people(including indian and chinese),number of indian people,number of chinese people,number of pacific islander,number of employeed people 16 and over,number of commuters who drive to work,number of commuter who carpool to work,number of commuter who took public transport to work,number of commuters who walk to work,number of commuters who work from home,people with health insurance,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,number of people 25 years or older who have high school degree,number of poeple 25 years or older who have an associates degree,number of people 25 years or older who have a bachelors degree,number of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,number of people born in the US,number of people born outside the US,number of naturalized citizens,number of non-citizens,number of people with a disability
Texas,Austin,Windsor Park,37000.0,18877.0,18123.0,2891.0,2671.0,1521.0,1578.0,1505.0,7868.0,7426.0,4174.0,1684.0,1589.0,2831.0,850.0,412.0,35.3,20642.0,5383.0,195.0,1725.0,399.0,291.0,0.0,21822.0,12966.0,1468.0,638.0,355.0,4412.0,30086.0,26.9,15420.0,16411.0,96.0,3717.0,1869.0,539.0,1636.0,2176.0,4059.0,1975.0,246.0,98.0,4346.0,1314.0,8086.0,5550.0,81986.0,1590.0,30664.0,6156.0,1669.0,4487.0,4609.0
Texas,Austin,Windsor Road,27656.5,13478.0,14178.5,521.5,549.5,519.0,5955.0,7585.5,4577.0,2437.0,1719.5,976.0,958.0,1239.0,459.5,160.0,30.45,19745.0,1699.0,69.0,3228.5,649.0,1136.0,7.0,15448.5,6856.0,575.0,505.5,2260.5,3142.5,24924.0,16.35,10662.5,12040.0,67.0,2083.5,2167.5,1124.0,1313.0,1279.0,755.0,689.5,930.5,1631.0,670.5,256.0,5859.5,4360.5,81871.5,2001.0,24302.5,3238.0,1126.0,2112.0,1512.5
Texas,Austin,Wooten,38184.0,18920.0,19264.0,2631.0,1923.5,2561.5,1879.0,2292.0,9298.0,6076.0,4506.5,1764.5,1716.5,2263.0,768.0,504.5,35.2,23644.5,2495.0,431.0,2378.0,865.5,503.5,11.0,23226.5,13270.0,2422.0,559.5,393.5,4800.5,31304.5,21.15,17493.5,18591.0,58.5,3011.5,1292.0,1591.5,3966.5,3880.5,2843.0,1517.0,288.5,142.0,4635.0,1063.5,8541.5,5520.5,82494.5,1570.0,29363.5,8545.0,2236.5,6308.5,3678.0
Texas,Austin,Zilker,50250.0,25724.0,24526.0,1965.0,1501.0,1303.0,2449.0,4961.0,14279.0,9326.0,5731.0,2732.0,1857.0,2638.0,1169.0,339.0,33.7,39067.0,2050.0,123.0,1775.0,472.0,373.0,7.0,36582.0,19705.0,1512.0,934.0,896.0,10473.0,44180.0,21.1,27465.0,29541.0,187.0,6864.0,3648.0,2248.0,4253.0,4757.0,3371.0,1576.0,824.0,1813.0,3575.0,1730.0,16661.0,9665.0,89258.0,1807.0,44434.0,5552.0,2438.0,3114.0,3707.0
Texas,Dallas,Arts District,10203.0,5383.5,4819.5,145.0,168.5,51.0,76.0,1342.0,4211.0,1612.0,991.5,509.5,429.5,484.0,92.0,91.0,32.55,7049.0,1259.5,66.5,697.0,216.5,164.5,0.0,8549.0,4498.5,318.0,446.5,1138.0,1643.0,9059.5,22.300000000000000,6546.0,7365.5,31.0,1871.0,1843.5,914.5,382.5,426.5,581.0,386.5,144.5,784.5,875.0,367.5,3421.5,2424.5,108367.0,1977.0,9000.0,1184.5,613.5,571.0,820.0
Texas,Dallas,Bluffview,24670.75,12955.5,11715.25,1695.25,1461.5,1672.0,1883.0,2061.5,4516.25,3183.75,3104.0,1405.25,1346.0,1493.75,596.0,252.5,33.725,15570.75,1614.25,124.5,1052.75,206.5,369.25,1.25,13827.75,8489.0,1775.0,336.0,592.25,1644.0,18705.0,21.925,9752.75,10794.0,118.25,1863.75,1274.0,962.25,1182.0,1187.25,1055.0,1510.75,903.25,737.5,2424.75,612.25,4240.75,3542.5,102942.0,1919.0,17845.75,6763.75,1451.5,5312.25,1718.0
Texas,Dallas,Cedar Crest,27885.5,13964.5,13921.0,1799.1666666666700,2043.3333333333300,2318.1666666666700,2124.6666666666700,1978.3333333333300,4257.0,3684.6666666666700,3146.6666666666700,1643.6666666666700,1558.6666666666700,1947.0,1035.6666666666700,348.5,33.583333333333300,8364.0,13188.333333333300,195.0,149.66666666666700,13.166666666666700,30.5,5.833333333333330,11487.833333333300,7514.5,1507.8333333333300,478.1666666666670,230.0,591.0,19637.833333333300,28.0,9487.666666666670,10415.666666666700,14.666666666666700,980.8333333333330,1204.1666666666700,504.8333333333330,536.8333333333330,1136.5,1560.5,2292.6666666666700,1112.6666666666700,1072.0,5957.5,813.6666666666670,1588.5,864.6666666666670,50137.166666666700,1099.3333333333300,21604.0,5025.166666666670,1159.0,3866.1666666666700,5114.833333333330
Texas,Dallas,City Center District,17344.333333333300,9317.333333333330,8027.0,436.3333333333330,321.0,197.0,326.0,2267.3333333333300,7128.0,2661.3333333333300,1599.0,740.6666666666670,680.3333333333330,728.6666666666670,168.33333333333300,90.33333333333330,32.0,11600.333333333300,2295.3333333333300,88.0,1167.0,345.0,230.33333333333300,0.0,13933.333333333300,8173.333333333330,606.0,472.3333333333330,1147.0,2531.0,15275.333333333300,22.46666666666670,10802.666666666700,12252.0,84.0,3391.3333333333300,2971.6666666666700,1954.0,1130.3333333333300,643.6666666666670,611.0,358.0,217.33333333333300,890.6666666666670,1101.3333333333300,719.6666666666670,5701.333333333330,3959.0,101625.33333333300,1901.3333333333300,14899.0,2403.3333333333300,1123.0,1280.3333333333300,1203.3333333333300
Texas,Dallas,Convention Center District,10203.0,5383.5,4819.5,145.0,168.5,51.0,76.0,1342.0,4211.0,1612.0,991.5,509.5,429.5,484.0,92.0,91.0,32.55,7049.0,1259.5,66.5,697.0,216.5,164.5,0.0,8549.0,4498.5,318.0,446.5,1138.0,1643.0,9059.5,22.300000000000000,6546.0,7365.5,31.0,1871.0,1843.5,914.5,382.5,426.5,581.0,386.5,144.5,784.5,875.0,367.5,3421.5,2424.5,108367.0,1977.0,9000.0,1184.5,613.5,571.0,820.0
Texas,Dallas,Eagle Ford,28001.2,14400.6,13600.6,1833.6,1780.0,2107.2,2352.0,2402.8,4557.2,3671.6,3286.2,1582.2,1551.8,1766.4,813.2,297.0,37.7,14724.0,3726.4,417.0,343.2,51.0,41.8,2.8,13813.8,8774.8,1961.6,222.4,265.6,1185.4,19302.0,32.18,9164.6,9815.2,85.4,1541.0,1123.8,527.4,475.2,868.2,1027.0,1123.0,1417.8,1626.4,4503.6,700.0,2384.0,1337.2,56761.4,1255.4,19466.4,7442.6,2446.0,4996.6,2918.8
Texas,Dallas,Far North,38124.125,18787.125,19337.0,2639.0,2168.625,2173.125,2281.375,2948.875,6692.25,5347.875,4581.125,2126.625,1945.0,2931.25,1574.25,714.75,36.2125,20423.875,7092.375,130.625,3108.5,1001.5,529.25,18.0,21929.0,14291.625,1792.375,489.375,426.875,3111.0,30747.375,23.1875,16198.5,18008.5,81.125,1317.75,1207.75,2150.5,4844.75,4917.375,2394.625,878.375,120.25,96.0,4257.0,1562.0,7660.25,4939.875,77645.0,1515.375,28306.125,9657.5,3401.75,6255.75,3367.25
Texas,Dallas,Farmers Market District,14014.333333333300,7044.666666666670,6969.666666666670,495.0,585.6666666666670,442.3333333333330,590.3333333333330,1497.6666666666700,4060.6666666666700,2122.0,1466.6666666666700,988.0,622.0,855.0,187.0,102.0,32.9,6435.333333333330,5193.0,59.666666666666700,479.6666666666670,158.33333333333300,107.0,3.6666666666666700,9302.333333333330,5344.666666666670,556.6666666666670,508.3333333333330,819.3333333333330,1330.6666666666700,11265.0,25.433333333333300,7167.0,8077.666666666670,40.333333333333300,1842.3333333333300,1500.3333333333300,949.0,396.0,402.6666666666670,779.3333333333330,498.0,343.3333333333330,1326.3333333333300,2210.3333333333300,475.3333333333330,2741.3333333333300,1855.3333333333300,69996.33333333330,1506.0,12143.666666666700,1814.6666666666700,591.0,1223.6666666666700,1846.6666666666700
Texas,Dallas,Five Mile Creek,35903.0,17802.0,18101.0,2731.0,2271.0,3342.0,2720.0,2649.0,5430.0,4299.0,4326.0,2002.0,2154.0,2759.0,980.0,240.0,32.7,16716.0,9345.0,377.0,147.0,32.0,30.0,0.0,16066.0,11086.0,1696.0,385.0,592.0,557.0,26133.0,27.9,11701.0,12423.0,0.0,528.0,843.0,731.0,829.0,815.0,2061.0,4250.0,1445.0,921.0,7166.0,725.0,2138.0,1072.0,50061.0,1021.0,26671.0,9131.0,2407.0,6724.0,5305.0
Texas,Dallas,Government District,10203.0,5383.5,4819.5,145.0,168.5,51.0,76.0,1342.0,4211.0,1612.0,991.5,509.5,429.5,484.0,92.0,91.0,32.55,7049.0,1259.5,66.5,697.0,216.5,164.5,0.0,8549.0,4498.5,318.0,446.5,1138.0,1643.0,9059.5,22.300000000000000,6546.0,7365.5,31.0,1871.0,1843.5,914.5,382.5,426.5,581.0,386.5,144.5,784.5,875.0,367.5,3421.5,2424.5,108367.0,1977.0,9000.0,1184.5,613.5,571.0,820.0
Texas,Dallas,Lake Caroline,40327.0,22440.0,17887.0,3463.0,3164.0,3313.0,3058.0,2681.0,7209.0,5542.0,4828.0,2101.0,1870.0,1921.0,793.0,384.0,31.1,19257.0,1646.0,148.0,782.0,189.0,76.0,0.0,22151.0,12635.0,5520.0,718.0,540.0,1297.0,22675.0,26.3,14128.0,15635.0,75.0,1003.0,1085.0,1536.0,2574.0,2522.0,2669.0,3564.0,427.0,180.0,5578.0,999.0,3369.0,1873.0,56849.0,1139.0,21851.0,18475.0,2492.0,15983.0,2996.0
Texas,Dallas,Lake Highlands,42229.0,21225.8,21003.2,3315.2,2314.4,2186.8,1640.6,3370.8,9601.8,6603.0,4797.0,2153.0,1878.4,2734.2,1153.8,480.0,33.9,21622.0,10343.4,191.6,3470.4,596.4,597.6,34.0,25633.0,16806.2,1807.0,914.2,480.2,3581.8,33525.0,25.02,19238.4,21968.4,83.6,2674.8,1832.8,2041.8,4628.2,5685.2,1703.2,1562.6,525.0,1231.2,4548.2,1966.6,9259.6,5354.4,77234.2,1491.2,31584.8,10462.4,3808.2,6654.2,3604.6
Texas,Dallas,Love Field Area,29631.5,16196.0,13435.5,2338.5,2061.0,2057.0,1922.5,2379.5,6274.0,4063.5,3494.0,1529.5,1337.5,1475.0,484.0,215.5,31.05,15114.5,2197.5,164.0,1217.5,289.0,331.0,0.0,16984.5,10143.5,3112.0,574.0,700.5,1172.5,18926.0,23.75,11516.0,12628.0,112.5,2116.0,1276.5,1086.5,1457.5,1710.0,1785.0,2077.5,648.0,358.5,4017.0,808.0,2951.0,2390.5,57296.5,1302.5,17794.5,11777.0,1978.0,9799.0,2350.5
Texas,Dallas,Main Street District,10203.0,5383.5,4819.5,145.0,168.5,51.0,76.0,1342.0,4211.0,1612.0,991.5,509.5,429.5,484.0,92.0,91.0,32.55,7049.0,1259.5,66.5,697.0,216.5,164.5,0.0,8549.0,4498.5,318.0,446.5,1138.0,1643.0,9059.5,22.300000000000000,6546.0,7365.5,31.0,1871.0,1843.5,914.5,382.5,426.5,581.0,386.5,144.5,784.5,875.0,367.5,3421.5,2424.5,108367.0,1977.0,9000.0,1184.5,613.5,571.0,820.0
Texas,Dallas,Near East,14315.0,7809.857142857140,6505.142857142860,643.1428571428570,531.8571428571430,546.5714285714290,560.0,1424.857142857140,4366.857142857140,2121.0,1506.5714285714300,721.0,693.2857142857140,774.7142857142860,304.7142857142860,120.42857142857100,35.971428571428600,8108.714285714290,2585.1428571428600,113.0,895.1428571428570,192.42857142857100,219.71428571428600,8.0,9069.714285714290,5563.857142857140,667.8571428571430,272.57142857142900,527.8571428571430,1311.857142857140,11025.714285714300,28.085714285714300,7075.571428571430,7911.142857142860,82.42857142857140,2121.1428571428600,1825.4285714285700,788.1428571428570,519.4285714285710,638.2857142857140,728.0,450.0,303.57142857142900,454.7142857142860,1769.857142857140,452.42857142857100,3002.1428571428600,2216.285714285710,73685.42857142860,1569.4285714285700,10725.857142857100,2813.5714285714300,1049.2857142857100,1764.2857142857100,1320.857142857140
Texas,Dallas,North Dallas,31280.571428571400,15713.285714285700,15567.285714285700,2302.714285714290,1669.4285714285700,1715.0,1373.5714285714300,2516.0,6537.428571428570,4580.142857142860,3558.0,1652.857142857140,1514.0,2207.8571428571400,1125.5714285714300,528.0,36.42857142857140,15974.142857142900,7215.857142857140,109.42857142857100,2058.1428571428600,463.2857142857140,342.0,22.285714285714300,18254.85714285710,12119.42857142860,1419.7142857142900,556.8571428571430,438.7142857142860,2266.285714285710,24699.428571428600,23.085714285714300,14508.57142857140,16755.571428571400,89.0,1949.7142857142900,1571.0,1801.2857142857100,3490.714285714290,4311.571428571430,1728.142857142860,893.5714285714290,324.14285714285700,596.4285714285710,3312.5714285714300,1184.857142857140,6937.285714285720,4232.714285714290,87053.85714285710,1728.0,23352.714285714300,7796.142857142860,2471.5714285714300,5324.571428571430,2751.714285714290
Texas,Dallas,Northeast Dallas,31684.583333333300,16080.166666666700,15604.416666666700,2317.1666666666700,1925.5,1800.4166666666700,1513.3333333333300,2639.1666666666700,6836.25,4710.333333333330,3605.5,1554.1666666666700,1592.9166666666700,1953.9166666666700,831.5,404.4166666666670,34.266666666666700,16973.416666666700,6135.5,155.33333333333300,1585.5,297.0,243.75,14.666666666666700,18658.666666666700,12564.25,1486.5833333333300,499.9166666666670,353.8333333333330,2350.1666666666700,24451.416666666700,26.225000000000000,13866.666666666700,15732.833333333300,69.66666666666670,1765.0,1320.0,1441.6666666666700,2731.75,2909.3333333333300,2102.5,2012.75,501.6666666666670,878.5,3939.8333333333300,1169.75,5951.166666666670,3588.6666666666700,71419.83333333330,1410.25,24042.583333333300,7501.833333333330,2084.6666666666700,5417.166666666670,2636.6666666666700
Texas,Dallas,Northwest Dallas,20085.0,11037.666666666700,9047.333333333330,1559.0,1382.3333333333300,1382.3333333333300,1284.6666666666700,1595.6666666666700,4232.666666666670,2737.6666666666700,2357.6666666666700,1063.6666666666700,933.6666666666670,1046.6666666666700,365.3333333333330,143.66666666666700,40.26666666666670,10203.0,1610.3333333333300,116.0,811.6666666666670,192.66666666666700,220.66666666666700,0.0,11430.666666666700,6766.333333333330,2074.6666666666700,434.3333333333330,486.0,787.6666666666670,12848.666666666700,36.63333333333330,7791.0,8537.333333333330,75.0,1410.6666666666700,851.0,738.6666666666670,974.3333333333330,1199.3333333333300,1212.6666666666700,1404.6666666666700,432.0,239.0,2754.3333333333300,558.6666666666670,1979.6666666666700,1617.0,44447.666666666700,1279.3333333333300,12189.333333333300,7855.666666666670,1318.6666666666700,6537.0,1695.3333333333300
Texas,Dallas,Oak Cliff,40068.333333333300,20019.333333333300,20049.0,2620.0,2723.6666666666700,3121.6666666666700,3496.3333333333300,3323.0,5999.333333333330,5021.666666666670,4894.0,2349.0,2210.3333333333300,2661.6666666666700,1194.0,453.6666666666670,33.300000000000000,21672.333333333300,4774.333333333330,694.0,365.0,72.66666666666670,90.33333333333330,6.0,20469.333333333300,13114.0,2887.6666666666700,367.6666666666670,380.6666666666670,1658.0,28422.0,27.400000000000000,13650.0,14777.333333333300,71.33333333333330,1734.6666666666700,1252.6666666666700,779.6666666666670,706.0,1297.0,1632.0,1900.3333333333300,2434.6666666666700,2969.0,6190.333333333330,1061.6666666666700,3319.0,1983.6666666666700,57563.0,1135.0,28643.666666666700,11342.333333333300,3450.0,7892.333333333330,4425.333333333330
Texas,Dallas,Oak Lawn,23574.0,12710.714285714300,10863.285714285700,924.2857142857140,675.1428571428570,655.7142857142860,864.1428571428570,2734.5714285714300,8063.0,3408.714285714290,2348.8571428571400,1130.4285714285700,1010.0,1143.5714285714300,452.14285714285700,163.42857142857100,32.0,15963.285714285700,2708.8571428571400,155.85714285714300,1808.857142857140,506.0,530.4285714285710,8.714285714285710,16339.142857142900,10424.714285714300,715.5714285714290,414.0,832.8571428571430,2757.5714285714300,20348.714285714300,21.585714285714300,12759.714285714300,14580.42857142860,145.0,3876.285714285710,2910.8571428571400,1760.5714285714300,1458.5714285714300,1173.142857142860,994.2857142857140,625.8571428571430,484.2857142857140,1151.5714285714300,1592.7142857142900,750.0,7037.571428571430,4983.0,98534.28571428570,1924.4285714285700,19282.428571428600,3526.0,1408.7142857142900,2117.285714285710,1548.2857142857100
Texas,Dallas,Preston Hollow,29257.4,14973.8,14283.6,1990.6,1854.6,1970.4,1999.6,1624.8,4714.0,4129.4,3584.2,1742.4,1687.2,2309.4,1182.2,468.6,37.56,18307.8,1565.4,172.4,1530.2,588.2,217.6,1.2,16604.4,10919.2,2296.0,248.0,247.0,1892.0,21884.2,22.96,11308.8,12553.6,198.2,1428.4,959.4,981.0,1439.2,2021.8,2987.8,2293.4,172.0,72.4,3191.2,832.4,5253.8,3725.2,95613.2,1651.0,20424.4,8790.4,2179.0,6611.4,2410.6
Texas,Dallas,Reunion District,5225.0,3939.5,1285.5,37.5,11.5,1.0,111.5,466.0,2320.5,1174.5,547.5,194.5,169.5,139.0,46.0,6.0,33.0,2712.5,1420.0,34.0,170.0,11.5,43.0,5.0,2414.5,1560.0,107.0,54.0,195.5,342.5,2441.0,21.5,1956.5,2170.5,11.5,1004.5,545.5,99.0,57.0,141.0,90.0,8.5,42.5,171.0,999.5,177.5,1093.0,753.5,101249.0,1886.5,2437.5,275.0,102.0,173.0,140.5
Texas,Dallas,South Boulevard-Park Row,26499.571428571400,13439.57142857140,13060.0,2037.0,2111.0,2343.8571428571400,2191.4285714285700,2091.5714285714300,4069.714285714290,3521.285714285710,2888.1428571428600,1551.2857142857100,1183.4285714285700,1487.0,732.7142857142860,291.14285714285700,31.542857142857100,9625.57142857143,9126.285714285710,130.57142857142900,183.0,18.142857142857100,18.142857142857100,5.142857142857140,10958.57142857140,7464.285714285720,1509.2857142857100,425.2857142857140,172.57142857142900,520.2857142857140,17897.571428571400,27.785714285714300,8484.714285714290,9287.714285714290,34.142857142857100,882.5714285714290,836.8571428571430,579.1428571428570,712.2857142857140,1048.857142857140,1234.857142857140,2321.1428571428600,819.7142857142860,818.1428571428570,5252.571428571430,671.7142857142860,1247.142857142860,577.0,60021.142857142900,1296.0,19468.14285714290,6249.142857142860,1325.5714285714300,4923.571428571430,3569.8571428571400
Texas,Dallas,South Dallas,42632.6,20751.8,21880.8,3111.2,3620.0,4164.8,3710.4,3066.0,5170.4,5387.4,4747.8,2450.2,2104.6,2953.0,1568.0,578.8,32.6,13420.2,16747.4,245.2,178.8,10.0,0.0,6.0,16841.8,11585.0,2490.4,549.2,108.6,850.0,29946.8,31.840000000000000,13163.8,14094.2,31.8,584.8,1279.8,813.8,1261.8,2066.6,2434.6,3975.6,1134.2,511.2,8748.4,1155.2,1767.8,753.2,45407.6,1002.2,32682.2,9478.0,2094.0,7384.0,6742.8
Texas,Dallas,Southeast Dallas,32677.9,16243.2,16434.7,2453.9,2753.6,2989.5,2771.5,2497.3,4458.0,4293.4,3674.5,1862.3,1640.0,2013.3,924.7,345.9,31.870000000000000,12247.5,10709.5,177.1,244.2,32.6,13.2,4.0,13915.4,9680.1,1926.4,425.5,121.9,651.6,22663.5,31.79,10242.6,11086.3,39.8,864.6,1230.1,801.8,1256.8,1480.0,1387.2,2498.0,786.2,741.8,6363.7,814.7,1506.2,621.8,50556.7,1076.0,24241.3,7940.4,1769.9,6170.5,4511.2
Texas,Dallas,Southwest Dallas,38979.72727272730,18923.909090909100,20055.81818181820,2589.4545454545500,2966.6363636363600,3377.6363636363600,3194.4545454545500,2775.0,5424.454545454550,5085.636363636360,4851.454545454550,2223.909090909090,2171.3636363636400,2896.2727272727300,1017.8181818181800,405.6363636363640,32.945454545454500,15146.727272727300,11657.636363636400,305.72727272727300,1194.8181818181800,142.1818181818180,122.72727272727300,20.181818181818200,19669.909090909100,13250.09090909090,2278.6363636363600,283.54545454545500,286.09090909090900,1720.909090909090,30467.454545454500,27.636363636363600,13000.727272727300,13779.454545454500,38.45454545454550,1296.5454545454500,2281.7272727272700,1660.1818181818200,2190.0,1607.909090909090,1423.0,1494.6363636363600,907.1818181818180,879.8181818181820,6555.636363636360,1518.8181818181800,3702.3636363636400,1830.1818181818200,61419.63636363640,1276.2727272727300,30375.636363636400,8500.90909090909,3276.3636363636400,5224.545454545460,4895.090909090910
Texas,Dallas,University Park,21965.0,10419.0,11546.0,1214.0,1497.0,1639.0,1381.0,549.0,1225.0,2597.0,3329.0,1520.0,1820.0,2623.0,1700.0,871.0,47.7,20401.0,110.0,25.0,659.0,174.0,248.0,23.0,9442.0,6582.0,225.0,0.0,147.0,2009.0,21365.0,18.9,8944.0,9699.0,76.0,931.0,1800.0,1357.0,1297.0,610.0,1251.0,954.0,580.0,843.0,710.0,342.0,7572.0,5579.0,180181.0,3306.0,20433.0,1417.0,1057.0,360.0,1469.0
Texas,Dallas,Urbandale-Parkdale,49833.0,24476.5,25356.5,3596.25,4013.75,4096.25,4071.25,3712.25,7213.25,6369.5,6266.5,2766.0,2706.5,3145.5,1282.25,593.75,33.1,22386.0,11341.25,360.5,672.75,133.0,66.25,11.0,24430.25,17675.5,2969.75,376.0,166.25,1402.75,35627.5,30.075,16802.0,18188.0,25.25,338.5,1067.0,1499.0,3653.0,3122.25,3103.5,4209.25,614.5,555.75,9414.5,1592.25,3275.75,1534.0,60581.0,1149.25,36921.25,12677.75,3141.0,9536.75,5388.75
Texas,Dallas,West End Historic District,5225.0,3939.5,1285.5,37.5,11.5,1.0,111.5,466.0,2320.5,1174.5,547.5,194.5,169.5,139.0,46.0,6.0,33.0,2712.5,1420.0,34.0,170.0,11.5,43.0,5.0,2414.5,1560.0,107.0,54.0,195.5,342.5,2441.0,21.5,1956.5,2170.5,11.5,1004.5,545.5,99.0,57.0,141.0,90.0,8.5,42.5,171.0,999.5,177.5,1093.0,753.5,101249.0,1886.5,2437.5,275.0,102.0,173.0,140.5
Texas,Dallas,Winnetka Heights,33779.5,16251.75,17527.75,2517.0,2780.0,2903.5,3215.0,2808.75,4319.5,4194.75,4045.5,1812.75,1764.5,2085.75,957.75,374.75,30.950000000000000,15465.0,6582.0,380.75,373.75,58.5,25.25,1.0,16091.75,10265.25,2488.5,314.75,242.75,1003.0,23950.25,26.0,10636.0,11341.0,74.5,1075.0,1824.75,920.0,991.5,1223.75,1554.25,1361.5,1438.0,877.75,5381.75,809.0,2060.0,941.25,52048.0,1060.75,24013.25,9588.0,3055.5,6532.5,4116.0
Texas,Dallas,Wolf Creek,36194.5,17036.25,19158.25,2377.75,2383.75,2958.75,2842.75,2217.25,4495.75,4631.25,4976.0,2302.75,1908.0,3278.75,1390.0,431.75,35.725,9115.5,19748.25,155.25,176.5,12.75,62.5,20.5,17655.5,11659.5,1909.5,409.0,261.25,1665.25,28973.75,28.125,12845.75,13655.5,24.75,855.0,2065.75,1855.5,2658.75,1700.0,1654.5,1916.25,625.75,299.25,6951.0,1476.75,3208.5,2089.5,55811.75,1192.5,31031.75,4964.5,1523.5,3441.0,5795.75
Texas,Dallas,m Streets,32321.5,16516.0,15805.5,1775.0,1284.25,1193.75,1461.0,3347.75,9143.75,4871.75,3322.0,1569.5,1520.5,1782.0,737.0,313.25,33.0,23959.5,2698.75,207.0,1915.5,604.25,619.0,1.25,21578.0,13884.0,961.5,495.75,674.0,3987.5,29287.5,22.275,16376.75,18736.25,183.75,4080.25,2906.0,2159.5,2199.0,1624.5,1217.0,1418.0,789.0,2159.25,1476.5,962.75,10296.75,6938.25,117232.0,2109.25,28397.75,3847.5,1526.25,2321.25,2019.5
Texas,Fort Worth,Arlington Heights,27528.0,13398.0,14130.0,1594.0,1293.3333333333300,1603.6666666666700,1946.6666666666700,2574.6666666666700,4709.333333333330,3604.3333333333300,2864.0,1535.3333333333300,1766.3333333333300,2288.6666666666700,1243.3333333333300,504.3333333333330,34.733333333333300,19650.666666666700,1967.6666666666700,154.33333333333300,969.6666666666670,380.3333333333330,234.0,0.0,14809.0,10159.333333333300,1573.6666666666700,84.66666666666670,528.6666666666670,1564.0,22688.666666666700,22.566666666666700,11569.0,13116.666666666700,78.66666666666670,2087.3333333333300,1143.3333333333300,913.6666666666670,1148.6666666666700,1169.0,1219.3333333333300,2191.0,1772.6666666666700,1393.0,3625.0,1044.0,5280.666666666670,3401.3333333333300,79944.33333333330,1455.0,23997.666666666700,3186.3333333333300,1012.3333333333300,2174.0,2776.6666666666700
Texas,Fort Worth,Downtown,20637.0,10668.5,9968.5,793.5,483.0,788.0,845.5,1961.0,4600.5,2963.5,2486.0,1333.0,1243.5,1773.0,963.5,403.0,37.2,14184.5,3218.5,90.5,661.5,190.0,195.0,0.0,11173.5,7460.5,846.0,139.5,472.0,1635.5,15672.5,22.15,9748.5,11357.5,61.0,2403.0,1538.0,783.0,827.5,837.0,810.0,1129.0,1359.0,1610.0,2762.5,928.0,4616.5,3040.5,79175.5,1531.5,16546.0,1789.0,532.5,1256.5,2034.5
Texas,Fort Worth,Eastside,28166.533333333300,13861.666666666700,14304.866666666700,1840.4,1875.6,1900.0666666666700,1900.0666666666700,2159.9333333333300,4574.733333333330,3809.133333333330,3489.733333333330,1788.2666666666700,1511.9333333333300,2018.3333333333300,880.9333333333330,417.4,34.36,14247.066666666700,5702.266666666670,168.93333333333300,1775.1333333333300,510.8,142.2,111.06666666666700,15717.6,11119.133333333300,1395.4666666666700,66.33333333333330,177.46666666666700,1655.5333333333300,22580.133333333300,24.386666666666700,10911.4,11883.733333333300,40.8,773.3333333333330,1319.9333333333300,1512.4,2580.4,1866.8,1491.8666666666700,1554.4,399.8666666666670,343.93333333333300,4584.466666666670,1329.4666666666700,3942.4,2015.9333333333300,66164.33333333330,1260.2666666666700,22748.866666666700,5300.466666666670,2051.4,3249.0666666666700,2927.9333333333300
Texas,Fort Worth,Far North,45152.42857142860,22312.14285714290,22840.285714285700,3213.0,3538.0,3601.8571428571400,3268.1428571428600,2548.5714285714300,6250.0,7105.285714285720,6580.571428571430,2734.1428571428600,2185.285714285710,2782.714285714290,1066.2857142857100,278.57142857142900,35.94285714285710,30177.714285714300,4413.857142857140,189.28571428571400,3610.8571428571400,874.0,218.71428571428600,51.42857142857140,24981.85714285710,17284.571428571400,1956.857142857140,34.57142857142860,104.14285714285700,3998.1428571428600,40531.857142857100,29.12857142857140,15669.0,16416.285714285700,237.0,4486.0,6093.285714285720,2898.0,1651.142857142860,660.1428571428570,206.57142857142900,104.42857142857100,34.57142857142860,45.142857142857100,5421.857142857140,2588.8571428571400,8893.714285714290,4127.285714285720,119194.57142857100,1967.4285714285700,39443.57142857140,5586.571428571430,3198.5714285714300,2388.0,3318.285714285710
Texas,Fort Worth,Far Northwest,42616.25,21484.25,21132.0,3510.25,3227.25,3576.0,2774.75,2166.5,6527.0,7116.25,5300.5,2542.75,2007.75,2664.0,993.25,210.0,35.575,28064.25,4707.5,165.25,2014.75,393.75,37.25,65.0,22828.25,16410.75,1893.75,44.25,89.75,3093.75,37695.0,30.675,14464.25,14929.5,381.25,4443.0,5179.0,1862.0,1154.75,909.75,455.75,320.75,165.0,58.25,6836.0,2637.0,6405.0,3086.75,103062.0,1750.0,38215.25,4208.75,2267.25,1941.5,3107.75
